LONG_EAST,LAT_NORTH,TOPOGRAPHY,MOLArange,planet_rad,c,A,Ephermis Time,UTC,Orbit
195.42500,0.98097,-2690.84414,389868.85555,3392303.37901,1.14448,0.00000,11076233.56544,2000-01-11T16:36:18.460,15175.81738
195.43502,0.81902,-2678.12336,389778.46027,3392308.33784,1.16349,0.00000,11140988.30010,2000-03-27T05:10:03.818,15185.82175
195.44500,0.74884,-2676.70007,389731.66692,3392315.80442,1.16388,0.00291,10938415.28292,1999-03-22T06:58:08.534,15156.71730
195.45501,0.66311,-2673.69159,389668.61312,3392320.82242,1.15023,0.01661,10837021.57563,1999-04-10T19:34:22.163,15148.64897
195.46500,0.71865,-2684.00642,389711.89160,3392311.64497,1.15987,0.02003,11103342.16956,2000-03-10T06:17:59.174,15179.98908
195.47503,0.71664,-2666.52332,389693.48383,3392324.48402,1.17245,0.01644,11093961.76084,1999-05-02T09:22:50.787,15184.58750
195.48500,0.57779,-2643.46403,389602.28727,3392341.62064,1.16042,0.01622,11176872.05327,1999-10-28T16:29:49.757,15193.86193
195.49502,0.55606,-2640.58027,389594.20672,3392345.35162,1.16842,0.01630,11169528.57678,1999-07-04T01:33:29.901,15192.62079
195.50498,0.53048,-2627.40008,389548.78353,3392360.20621,1.15948,0.01631,11080905.04879,2001-04-20T15:15:08.978,15177.02972
195.51499,0.53545,-2604.47301,389536.37148,3392381.32248,1.16269,0.01627,11082564.09304,1999-08-04T22:05:22.524,15177.36876
195.52500,0.60850,-2605.82654,389581.82274,3392381.07386,1.15725,0.01413,11123812.54035,2000-01-16T19:59:26.215,15186.12428
195.53501,0.53692,-2594.46297,389522.82988,3392394.15094,1.15635,0.01629,11033905.83618,1999-08-31T15:15:14.404,15170.42562
195.54498,0.59851,-2587.79737,389548.73526,3392398.62088,1.16318,0.01625,10973474.35336,1999-10-18T22:12:07.436,15161.97870
195.55500,0.48769,-2560.16501,389466.08726,3392423.28473,1.17116,0.01618,11169311.12660,1999-03-17T16:03:50.210,15195.88565
195.56501,0.40583,-2554.71700,389409.87139,3392431.89065,1.12014,0.01619,11218785.89346,1999-05-23T23:11:19.398,15199.88813
195.57502,0.41825,-2560.91137,389423.74043,3392427.66186,1.13191,0.01626,11282385.82736,1999-10-28T16:29:36.256,15205.68522
195.58501,0.45342,-2568.16798,389456.85087,3392420.33782,1.14322,0.01636,11411067.07800,1999-07-30T18:42:05.214,15223.64776
195.59500,0.44536,-2564.75237,389448.37204,3392422.10662,1.14622,0.01629,11517160.32528,1999-05-31T03:47:24.338,15238.87695
195.60500,0.43674,-2566.46550,389443.47877,3392420.22286,1.15664,0.02067,11491555.43653,1999-07-26T03:48:46.318,15235.16606
195.61502,0.48906,-2576.28480,389485.62054,3392410.57216,1.15626,0.02851,11640982.07270,2000-10-02T06:35:13.416,15259.54529
195.62502,0.47002,-2575.18538,389471.96961,3392411.85594,1.14110,0.03156,11582243.84695,2001-05-16T07:40:52.636,15247.99601
195.63501,0.53384,-2567.88637,389502.21907,3392414.88343,1.15238,0.03227,11587846.02308,1999-08-21T20:57:55.444,15249.30943
195.64499,0.60542,-2570.72767,389534.68457,3392416.04569,1.14419,0.03013,11531853.36009,1999-11-29T00:32:53.847,15247.32999
195.65498,0.46646,-2555.25911,389460.09713,3392438.16862,1.14593,0.03119,11795789.04825,1999-08-09T12:58:55.019,15281.74901
195.66500,0.55131,-2547.27189,389502.66980,3392447.14731,1.14322,0.03046,11727885.30663,2001-02-01T13:04:45.928,15271.66352
195.67500,0.56375,-2541.38802,389497.62641,3392454.73294,1.16356,0.03183,11575235.56812,2000-02-19T17:43:39.539,15246.60446
195.68499,0.41600,-2522.76234,389400.87346,3392475.42393,1.12949,0.03081,11628942.64463,2000-08-05T05:17:01.188,15257.15224
195.69499,0.32679,-2511.26247,389336.65926,3392490.08534,1.13032,0.03221,11540487.07106,2000-12-06T00:05:11.450,15241.15439
195.70502,0.10405,-2493.76891,389197.62002,3392519.13645,1.13195,0.01579,11423490.19822,1999-12-15T23:25:50.736,15223.86955
195.71501,-0.02901,-2475.99121,389111.66317,3392540.04244,1.12543,0.01700,11429049.05429,1999-04-05T16:09:52.126,15227.57423
195.72500,0.03207,-2476.34361,389142.79868,3392540.66218,1.11203,0.01697,11493333.56755,1999-12-08T18:50:17.022,15233.60581
195.73498,0.13001,-2491.75828,389204.67672,3392529.51703,1.09966,0.00916,11423297.97638,2000-11-04T15:55:44.676,15226.28484
195.74498,0.22750,-2508.38775,389269.23251,3392514.58758,1.10263,0.00572,11619051.89724,2000-01-24T00:34:13.344,15254.04922
195.75497,0.13055,-2500.69501,389212.87499,3392524.30358,1.11666,0.00572,11523762.53160,1999-10-09T03:54:41.105,15237.41250
195.76496,0.09042,-2500.80296,389187.98157,3392528.89786,1.13034,0.00572,11543217.82886,2000-01-21T10:52:14.870,15240.18979
195.77503,0.10366,-2510.41565,389175.17392,3392516.92512,1.10914,0.00340,11069095.29268,1999-08-04T22:04:43.923,15173.46752
195.78501,0.10719,-2505.09315,389162.26294,3392511.47726,1.11341,0.00000,10975161.71820,1999-09-24T18:43:28.128,15160.26564
195.79502,0.09135,-2507.50670,389171.65080,3392513.80321,1.12111,0.00000,10961144.13377,1999-05-26T12:52:57.875,15157.91838
195.80499,0.17082,-2503.53244,389222.83329,3392512.90724,1.12004,0.00000,10940291.01496,1999-05-31T03:46:53.136,15155.67203
195.81501,0.20621,-2506.19716,389247.79989,3392509.23024,1.13037,0.00000,11021686.50574,1999-09-24T18:43:24.128,15167.25588
195.82501,0.17199,-2506.70930,389230.60197,3392508.93299,1.13548,0.00000,11106993.21961,1999-05-09T13:58:13.520,15185.47343
195.83502,0.28671,-2524.17538,389310.97530,3392487.65973,1.12774,0.00000,10935751.77059,2000-10-23T20:24:00.223,15158.44523
195.84501,0.09963,-2507.29506,389182.99855,3392502.57670,1.12366,0.00000,10779819.68720,2001-02-13T08:38:22.512,15133.54374
195.85502,0.02175,-2509.07779,389133.37518,3392499.47674,1.13341,0.00000,10447713.60392,2000-08-05T05:16:35.587,15085.93834
195.86500,-0.01979,-2517.50320,389113.13156,3392499.40520,1.11791,0.00000,10510915.05476,1999-07-13T19:49:47.517,15094.66354
195.87502,-0.04928,-2501.35524,389088.09703,3392510.23742,1.09568,0.00000,10262832.12089,1999-04-08T05:51:39.492,15059.92144
195.88501,-0.10941,-2477.36682,389027.61256,3392530.87351,1.11264,0.00000,10241784.22249,1999-11-24T09:38:47.013,15056.85752
195.89498,-0.13934,-2470.84874,389007.74689,3392541.88524,1.11090,0.00000,10478184.85947,1999-11-24T09:38:45.513,15089.97594
195.90499,-0.06240,-2475.71010,389048.78373,3392538.89672,1.12407,0.00000,10334230.26303,2000-04-30T02:53:26.386,15069.85762
195.91500,-0.05872,-2491.79772,389064.60039,3392521.77412,1.11597,0.00000,10236152.56705,1999-08-04T22:04:23.222,15055.91732
195.92499,-0.02047,-2503.94438,389090.24344,3392510.88167,1.11609,0.00000,9953232.64811,1999-04-08T05:51:31.892,15018.62684
195.93499,-0.08163,-2495.65074,389048.32724,3392514.09550,1.12412,0.00000,9771738.88847,2000-05-17T01:46:06.454,14990.44370
195.94500,-0.11184,-2478.15259,389000.93470,3392533.67670,1.11396,0.00000,9797737.34886,1999-10-28T16:28:40.754,14997.26875
195.95497,-0.06945,-2500.65033,389050.24007,3392520.19226,1.12997,0.00000,9973281.94852,1999-08-29T01:32:47.562,15018.07995
195.96500,-0.27849,-2474.57284,388907.72739,3392539.92470,1.10991,0.01196,10193615.97004,1999-03-12T12:38:51.291,15049.93757
195.97499,-0.35207,-2477.31897,388865.65745,3392543.79681,1.12176,0.02104,9964724.43728,1999-05-16T18:34:05.457,15020.38632
195.98502,-0.30053,-2485.48667,388904.42548,3392537.45787,1.11511,0.00227,9813510.77698,1999-07-06T15:14:12.654,14995.47974
195.99499,-0.18038,-2492.78208,388992.77871,3392526.45666,1.13115,0.00000,9935463.24033,1999-09-22T05:00:54.117,15013.10447
196.00498,-0.19073,-2492.26963,388981.93442,3392529.71506,1.13805,0.00000,10064155.51749,1999-10-18T22:10:58.234,15031.54920
196.01499,-0.20915,-2499.92748,388957.31919,3392531.41466,1.13258,0.00000,9810578.15407,2000-04-27T13:11:54.327,14995.04545
196.02500,-0.19845,-2503.98855,388970.91762,3392527.25714,1.11521,0.00000,9962315.62523,2001-06-13T13:49:52.755,15025.84677
196.03500,-0.23693,-2521.34654,388963.94445,3392511.57206,1.11002,0.00000,9902421.20478,1999-04-12T20:45:11.236,15008.14064
196.04498,-0.22730,-2532.07452,388982.68921,3392501.90793,1.12481,0.00000,10008273.21223,1999-10-09T03:53:57.503,15022.82306
196.05499,-0.16722,-2543.53607,389022.12298,3392498.42858,1.15417,0.00000,10220470.60478,1999-09-07T19:49:33.007,15052.86525
196.06497,-0.24685,-2517.90594,388960.40848,3392520.03903,1.12164,0.00000,10202353.84800,1999-08-16T17:33:21.749,15050.51383
196.07499,-0.33164,-2494.02914,388885.23895,3392546.48502,1.11679,0.00000,10299836.27753,1999-12-28T07:23:50.003,15063.98168
196.08500,-0.36422,-2490.57212,388872.49977,3392550.07175,1.13423,0.00000,10357095.85992,1999-12-18T13:06:15.406,15074.92538
196.09501,-0.49694,-2486.34947,388785.76530,3392555.41645,1.13288,0.00000,10378222.60340,1999-03-05T08:02:16.610,15075.06682
196.10503,-0.63503,-2452.01608,388676.00649,3392580.38246,1.13564,0.00000,10218568.81920,2001-02-20T13:16:07.892,15052.69567
196.11501,-0.74202,-2422.64332,388578.63129,3392606.26878,1.13809,0.00000,10184593.52206,2000-12-25T00:13:40.890,15051.11874
196.12502,-0.75290,-2432.38667,388587.71434,3392593.01660,1.14205,0.00000,10230410.54314,1999-10-01T23:18:11.330,15061.14506
196.13503,-0.76087,-2431.64514,388582.11379,3392591.00341,1.12212,0.00000,10093571.04823,1999-06-07T08:22:10.095,15036.08686
196.14502,-0.77178,-2420.04061,388570.77325,3392598.29209,1.13348,0.00000,10044036.01461,1999-07-06T15:13:48.453,15029.12125
196.15503,-0.79367,-2400.91193,388567.84651,3392608.51647,1.11099,0.00000,10406194.09400,2001-01-15T14:05:51.431,15084.44795
196.16502,-0.90705,-2385.09469,388490.71746,3392621.72503,1.14077,0.00000,10435944.76950,1999-05-02T09:21:07.383,15088.43472
196.17502,-0.91191,-2382.36236,388476.33631,3392620.49324,1.13228,0.00000,10513389.04891,2000-01-24T00:33:09.142,15096.15683
196.18499,-0.86235,-2387.26931,388513.36130,3392618.19810,1.14244,0.00000,10524818.18196,1999-03-22T06:56:17.130,15098.15734
196.19499,-0.90078,-2375.78570,388478.12948,3392625.96402,1.11269,0.00000,10511132.90490,1999-10-28T16:28:03.353,15099.08935
196.20499,-1.02220,-2362.57824,388393.49119,3392634.19327,1.12495,0.00000,10362413.82746,1999-03-05T08:02:00.210,15072.15692
196.21497,-1.01767,-2364.66972,388402.27532,3392629.73794,1.10919,0.00000,10332490.61192,1999-03-22T06:56:12.630,15074.29658
196.22500,-0.90995,-2380.69264,388468.11460,3392614.64620,1.14291,0.00000,10407538.91420,1999-10-01T23:17:56.229,15088.25831
196.23497,-0.91782,-2382.27248,388470.79781,3392617.42148,1.13266,0.00000,10491615.85249,1999-08-02T08:22:21.365,15093.57811
196.24497,-0.89796,-2391.86288,388481.34651,3392613.24713,1.12190,0.00000,10468139.93534,1999-04-12T20:44:40.135,15089.94051
196.25498,-0.86101,-2388.25670,388502.63933,3392616.39629,1.12286,0.00000,10609619.00520,1999-03-22T06:56:06.630,15110.02953
196.26497,-0.85809,-2385.95693,388504.82526,3392620.13900,1.12897,0.00000,10513821.24370,1999-07-21T00:24:00.000,15096.35733
196.27500,-0.75128,-2389.50235,388567.77620,3392612.91641,1.11880,0.00000,10503649.38231,2000-09-12T17:57:05.811,15095.31039
196.28498,-0.67807,-2395.73962,388615.40235,3392608.22813,1.12387,0.00000,10648793.25013,1999-12-11T08:30:15.087,15115.99928
196.29499,-0.62013,-2418.66152,388661.74155,3392586.24670,1.10949,0.00000,10430992.21954,1999-12-01T14:13:18.710,15087.84831
196.30498,-0.67734,-2417.44411,388628.45858,3392586.76724,1.13416,0.00000,10469882.34480,1999-05-23T23:09:28.094,15096.51450
196.31499,-0.67325,-2415.97508,388616.21903,3392590.68434,1.13730,0.00000,10350313.82157,2000-03-27T05:07:53.113,15070.44279
196.32500,-0.68704,-2392.57870,388637.25564,3392613.17074,1.14198,0.00000,10375218.62213,2000-01-04T11:58:41.028,15080.13546
196.33499,-0.71521,-2381.49339,388657.44388,3392620.92199,1.16216,0.00144,10411659.21870,2000-05-24T06:20:29.676,15082.51243
196.34498,-0.64430,-2380.58042,388713.42136,3392619.03748,1.15067,0.00791,10616321.53714,1999-05-07T00:15:17.739,15114.58109
196.35502,-0.60706,-2383.49858,388732.45636,3392616.91365,1.14424,0.01435,10545812.02668,1999-06-17T02:39:19.592,15104.68281
196.36501,-0.48358,-2402.05338,388832.11006,3392595.43335,1.12907,0.01502,10740744.86853,1999-06-17T02:39:18.092,15129.47050
196.37499,-0.54772,-2407.81312,388778.84031,3392594.48271,1.13357,0.01616,10495736.20273,1999-05-16T18:33:05.155,15091.58815
196.38503,-0.68970,-2376.25716,388693.10711,3392620.55840,1.14509,0.01600,10577900.15991,1999-07-06T15:13:12.252,15106.64545
196.39500,-0.69721,-2370.47907,388685.43928,3392624.68051,1.13238,0.01601,10488995.03690,1999-09-02T16:25:14.530,15099.93488
196.40502,-0.65314,-2376.52263,388716.05726,3392620.24803,1.13241,0.01499,10483412.72411,1999-04-15T10:26:27.508,15093.09208
196.41500,-0.57131,-2389.24681,388774.52058,3392609.93458,1.15814,0.01599,10538289.09916,2000-02-09T23:24:34.902,15101.04300
196.42500,-0.54305,-2409.75351,388793.40678,3392593.04380,1.13440,0.01497,10447487.04437,2000-01-01T22:16:25.752,15085.08057
196.43502,-0.62816,-2392.83606,388735.41493,3392606.94546,1.13696,0.01387,10399019.73257,2000-04-27T13:10:51.224,15081.27286
196.44505,-0.67421,-2376.35195,388698.83723,3392622.22245,1.12644,0.01621,10412821.28475,1999-03-15T02:19:19.645,15082.66895
196.45503,-0.58557,-2400.34793,388784.49590,3392608.98259,1.16583,0.01514,10693331.24838,1999-03-22T06:55:36.528,15128.35977
196.46502,-0.41101,-2431.24268,388902.65936,3392577.75247,1.14943,0.01509,10690604.92481,1999-09-19T15:18:18.905,15125.12823
196.47500,-0.45956,-2435.34362,388906.90505,3392568.88486,1.12554,0.01619,10930039.41979,1999-07-16T09:29:31.282,15158.98453
196.48500,-0.51629,-2428.51777,388872.36819,3392578.87847,1.13576,0.01608,11008003.05661,1999-03-05T08:01:18.208,15167.34012
196.49503,-0.48822,-2430.65794,388874.58170,3392576.03013,1.14415,0.01521,10522952.50056,1999-09-22T04:59:38.814,15101.03731
196.50499,-0.54925,-2420.26767,388840.77939,3392585.60078,1.15493,0.01625,10792036.68185,1999-12-06T05:06:17.349,15139.27411
196.51498,-0.44901,-2427.50350,388877.89684,3392582.78659,1.14405,0.01629,10632440.63894,1999-05-02T09:20:15.381,15113.56786
196.52498,-0.44035,-2426.29701,388878.13650,3392587.12554,1.12931,0.01308,10555594.61610,1999-09-05T06:06:58.469,15105.53869
196.53499,-0.51261,-2420.02132,388834.55976,3392598.23973,1.13202,0.01641,10568294.40968,1999-05-31T03:45:03.732,15104.13457
196.54501,-0.62631,-2403.65589,388760.52566,3392619.01130,1.11885,0.01531,10752714.73427,1999-05-21T09:27:16.015,15127.24462
196.55503,-0.62893,-2397.03536,388740.79325,3392624.29496,1.12405,0.01637,10819457.26528,1999-05-31T03:45:00.732,15139.82976
196.56500,-0.60149,-2402.52352,388769.83871,3392617.28178,1.13384,0.01532,10831909.77581,1999-12-28T07:22:36.901,15141.47812
196.57501,-0.70612,-2395.09593,388705.98915,3392625.63477,1.10747,0.01639,10896079.91320,1999-10-23T13:03:41.091,15150.62040
196.58501,-0.65576,-2400.58601,388729.40160,3392617.56720,1.10157,0.01644,10761911.69845,1999-06-26T20:55:26.460,15134.51991
196.59499,-0.72984,-2395.44560,388669.57980,3392624.18673,1.11164,0.01642,10722130.08391,2000-03-24T15:25:51.989,15125.91937
196.60499,-0.60689,-2415.05236,388771.76226,3392600.83225,1.10563,0.01525,10735773.20106,1999-09-02T16:24:43.429,15128.08022
196.61499,-0.68712,-2397.18742,388696.22189,3392621.41383,1.11596,0.01651,10706690.45742,2000-01-28T15:25:28.096,15126.51817
196.62498,-0.67445,-2397.81518,388711.15703,3392628.82812,1.10526,0.01557,10762789.60326,1999-08-19T07:13:23.492,15130.95441
196.63500,-0.48649,-2410.89545,388838.52980,3392613.51745,1.10298,0.01545,10975756.35015,1999-05-23T23:08:38.292,15161.47334
196.64500,-0.47996,-2415.51434,388867.73517,3392605.67344,1.10830,0.01652,11198259.73765,1999-04-05T16:07:33.021,15193.07599
196.65503,-0.41899,-2418.85559,388897.66387,3392605.09097,1.09104,0.01548,11092301.56573,1999-05-09T13:56:08.815,15177.88242
196.66500,-0.56198,-2407.89807,388809.41707,3392620.15592,1.09859,0.03113,11084581.93547,1999-03-12T12:37:06.987,15176.53521
196.67499,-0.36356,-2429.59277,388890.37380,3392604.56364,1.10243,0.00000,10630619.11148,1999-06-19T16:19:50.535,15114.95028
196.68499,-0.40740,-2426.65984,388867.09025,3392609.77965,1.10336,0.00000,10652094.51363,1999-12-23T03:58:52.352,15114.96455
196.69501,-0.37394,-2424.81080,388892.31319,3392609.71414,1.12793,0.00000,10767968.18299,1999-08-29T01:30:55.258,15131.53589
196.70503,-0.48988,-2411.32265,388805.14392,3392621.11918,1.11978,0.00000,10825086.30029,2000-05-17T01:44:10.449,15139.47575
196.71499,-0.42920,-2417.91484,388847.35062,3392616.63016,1.10440,0.00000,10756498.68614,1999-09-05T06:06:29.468,15129.78971
196.72501,-0.49802,-2412.42682,388812.35689,3392622.21378,1.12350,0.00112,10878046.36696,1999-10-26T02:44:41.968,15146.83757
196.73500,-0.36755,-2409.58476,388873.27814,3392618.21983,1.12482,0.01325,10791830.18408,2000-08-12T09:50:13.065,15135.38476
196.74500,-0.32430,-2408.16961,388920.48340,3392613.59549,1.10612,0.01658,11017847.41154,2000-01-14T06:14:23.829,15167.36514
196.75499,-0.27038,-2409.58288,388955.05931,3392613.00619,1.10716,0.01541,11061284.42089,1999-08-19T07:13:03.891,15173.70679
196.76503,-0.43186,-2375.21682,388833.91257,3392648.42034,1.11913,0.00111,11075552.18515,1999-08-12T02:37:22.162,15175.34961
196.77501,-0.44406,-2366.80655,388835.34340,3392651.98223,1.09586,0.00000,11081874.38305,2000-03-24T15:25:24.688,15182.06416
196.78500,-0.48139,-2355.36074,388803.97743,3392663.16138,1.09617,0.00000,10963620.74867,1999-05-23T23:08:15.691,15162.74724
196.79498,-0.50340,-2360.36898,388788.40132,3392660.29291,1.11913,0.00000,10959297.03613,1999-09-02T16:24:15.128,15158.88198
196.80500,-0.55856,-2363.13611,388742.17380,3392658.71165,1.10573,0.00000,10854813.84824,1999-12-08T18:47:34.516,15144.11534
196.81499,-0.48353,-2366.94058,388802.79107,3392654.95524,1.10626,0.00000,10893296.22789,1999-05-07T00:14:07.336,15149.16406
196.82497,-0.43533,-2368.58769,388828.61315,3392652.59463,1.09548,0.00000,10889868.54031,1999-11-19T06:13:03.183,15152.09919
196.83498,-0.30877,-2391.03735,388909.91394,3392635.47308,1.08205,0.00000,10779545.09564,2001-01-22T18:41:45.199,15132.82690
196.84498,-0.33087,-2386.83605,388879.82295,3392637.75661,1.08492,0.00000,10791127.73655,2000-02-04T20:00:15.339,15137.85251
196.85501,-0.24649,-2401.05242,388945.17314,3392622.56901,1.09951,0.00000,10719159.82121,2000-04-27T13:09:48.122,15124.35129
196.86499,-0.32151,-2383.40641,388891.00078,3392638.07906,1.12082,0.00000,10651104.54612,1999-07-30T18:38:54.607,15118.10260
196.87500,-0.44036,-2358.69338,388783.28411,3392659.84106,1.13576,0.00000,10661692.90216,1999-11-12T01:37:24.290,15116.61981
196.88500,-0.42481,-2363.31006,388819.15044,3392653.05266,1.12288,0.00000,10871838.98432,2001-06-13T13:47:45.650,15146.75938
196.89501,-0.40649,-2363.91210,388831.14422,3392645.73958,1.13080,0.00804,10980870.84903,2000-01-01T22:15:15.649,15162.52210
196.90497,-0.53388,-2368.94185,388745.19237,3392641.03687,1.12142,0.00587,10476416.58984,1999-04-12T20:43:01.631,15090.89178
196.91501,-0.60640,-2375.30345,388700.33594,3392632.51513,1.11099,0.00000,10484364.80639,2000-08-26T19:01:46.000,15092.24425
196.92502,-0.63458,-2371.75460,388688.75030,3392632.93975,1.12514,0.00000,10277999.65065,1999-11-12T01:37:16.789,15063.30939
196.93501,-0.68224,-2375.67660,388672.17441,3392628.16173,1.14192,0.00000,10161962.41060,1999-06-09T22:02:21.881,15049.75400
196.94502,-0.68404,-2380.83978,388657.52239,3392626.81350,1.14275,0.00000,9880404.83679,1999-08-29T01:30:17.957,15006.57430
196.95499,-0.67909,-2385.38802,388672.79876,3392624.90472,1.14411,0.00000,9878024.79650,2000-05-07T07:26:15.264,15009.30834
196.96500,-0.65983,-2390.28661,388685.11700,3392620.23650,1.11050,0.00000,9701912.79750,1999-09-12T10:41:28.966,14981.30150
196.97498,-0.86117,-2369.32832,388542.77158,3392647.55409,1.13350,0.00000,9957428.03273,1999-04-15T10:25:01.205,15017.51244
196.98499,-0.90965,-2372.85612,388535.93359,3392643.43328,1.13882,0.00000,10265423.44715,1999-12-18T13:04:00.701,15060.94969
196.99502,-0.83732,-2389.25658,388590.92377,3392631.51018,1.12532,0.00000,10254348.79626,2000-12-27T13:53:30.844,15059.20604
197.00500,-0.80806,-2389.16024,388627.92488,3392626.12706,1.13265,0.00000,10276193.72003,1999-12-08T18:47:04.415,15062.31761
197.01500,-0.85211,-2391.18560,388603.21913,3392624.67583,1.11754,0.00000,10277436.75232,1999-08-02T08:20:24.061,15062.77224
197.02500,-0.93942,-2375.01124,388521.54050,3392636.79895,1.11344,0.00000,10118564.59941,2000-03-22T01:42:49.869,15040.88512
197.03499,-0.93861,-2369.76756,388513.68080,3392639.49555,1.11984,0.00000,10111914.26938,1999-03-15T02:17:51.642,15040.25296
197.04498,-0.82797,-2379.30034,388585.48019,3392628.28489,1.11815,0.00000,9900117.44115,2000-05-17T01:43:19.347,15010.34336
197.05500,-0.89767,-2367.27050,388528.75048,3392643.00615,1.11616,0.00000,9921720.06567,1999-05-28T14:02:09.450,15016.06999
197.06497,-0.82127,-2380.31137,388576.58998,3392631.71314,1.13529,0.00000,9984706.20024,1999-06-14T12:55:34.044,15022.34180
197.07500,-0.79530,-2387.76593,388610.87421,3392623.33343,1.12844,0.00000,10062804.61335,1999-09-22T04:58:11.610,15032.91281
197.08498,-0.84034,-2393.55322,388585.13471,3392617.71762,1.10072,0.00000,10008685.50859,1999-05-07T00:13:26.735,15025.34729
197.09497,-0.74439,-2398.90592,388647.94574,3392614.27156,1.10163,0.00000,9969613.13684,1999-11-21T19:53:44.143,15016.71826
197.10499,-0.82794,-2398.41347,388671.44071,3392616.07837,1.11733,0.00000,9886032.29791,1999-05-14T04:49:39.473,15010.71813
197.11499,-0.85075,-2391.29775,388693.02165,3392624.70425,1.12660,0.00000,9786220.64082,1999-05-07T00:13:22.234,14996.39839
197.12500,-0.88144,-2385.54869,388670.51172,3392630.25063,1.12978,0.00000,9895056.00989,1999-05-14T04:49:36.473,15011.84397
197.13502,-0.73845,-2396.37120,388767.34651,3392623.83798,1.12572,0.00000,10050566.97664,1999-03-22T06:53:54.525,15031.24422
197.14502,-0.70617,-2389.08027,388744.33384,3392632.07702,1.13988,0.00000,9998112.66820,1999-10-09T03:51:11.997,15023.19260
197.15502,-0.63144,-2391.21536,388786.76262,3392623.70018,1.15170,0.00000,10214652.54377,1999-08-06T23:13:17.857,15054.37437
197.16501,-0.77706,-2373.43046,388739.72370,3392637.12364,1.13609,0.00000,10244953.77737,1999-07-11T06:04:37.544,15059.04524
197.17499,-0.79244,-2398.14321,388693.03387,3392620.06982,1.12830,0.00000,10503648.65304,1999-05-31T03:43:27.429,15095.39429
197.18500,-0.77495,-2398.90844,388730.79560,3392619.50615,1.13418,0.00000,10658826.06179,1999-07-11T06:04:34.544,15117.34358
197.19500,-0.72911,-2410.00552,388775.13493,3392609.98137,1.12650,0.00000,10745745.42817,1999-08-09T12:55:03.810,15132.57557
197.20500,-0.67823,-2417.15024,388788.21713,3392608.57436,1.12985,0.00000,10569627.45101,1999-09-22T04:57:52.110,15104.19934
197.21499,-0.69522,-2423.52137,388785.97775,3392600.03108,1.12006,0.00000,10696656.99701,1999-05-09T13:54:45.512,15122.16032
197.22500,-0.57594,-2435.72766,388860.18908,3392583.75113,1.10817,0.00000,10639951.13311,1999-09-22T04:57:49.110,15114.51216
197.23500,-0.67760,-2413.32618,388786.58162,3392595.58478,1.10936,0.00000,10588355.47831,1999-09-05T06:05:14.665,15110.74758
197.24501,-0.53941,-2419.06185,388857.17398,3392587.20803,1.12126,0.00000,10536246.12535,1999-08-09T12:54:56.310,15100.61555
197.25499,-0.60230,-2406.15270,388798.63188,3392600.53543,1.11802,0.00000,10529999.43463,1999-09-12T10:40:45.264,15099.86953
197.26500,-0.61974,-2401.82120,388797.81057,3392605.68790,1.13042,0.00000,10721236.25283,1999-09-12T10:40:43.764,15129.58545
197.27498,-0.62550,-2393.26734,388770.57425,3392614.45171,1.12438,0.00000,10637917.22410,1999-11-12T01:36:24.187,15115.54686
197.28501,-0.64929,-2382.33971,388760.71414,3392624.11244,1.11831,0.00531,10880614.93654,1999-04-05T16:05:56.718,15149.69040
197.29499,-0.67614,-2374.08058,388720.85757,3392629.37855,1.12752,0.01594,10671661.50065,1999-03-12T12:35:32.383,15120.09564
197.30497,-0.57622,-2385.11405,388818.49367,3392612.43471,1.13656,0.01482,10700283.67113,1999-12-08T18:46:19.413,15124.31793
197.31498,-0.54328,-2403.30479,388843.12847,3392602.28201,1.13199,0.01486,10536753.21918,2000-03-24T15:24:03.985,15098.08174
197.32498,-0.57787,-2393.20374,388821.71850,3392609.99787,1.12442,0.01604,10454282.23191,1999-05-09T13:54:29.311,15097.90945
197.33499,-0.65955,-2389.80815,388772.36751,3392618.99466,1.15622,0.01505,10274591.03307,1999-06-07T08:19:10.388,15066.32712
197.34501,-0.56399,-2400.58445,388820.90668,3392607.90261,1.16064,0.01610,10242737.81669,2001-03-01T19:04:48.739,15061.87406
197.35502,-0.80930,-2372.89915,388684.47627,3392631.41199,1.16057,0.01505,10399485.01533,2000-10-11T12:19:37.922,15084.01147
197.36500,-0.72177,-2376.67570,388710.44986,3392630.07782,1.13206,0.01597,10246525.58557,2000-09-29T16:49:07.968,15056.83635
197.37501,-0.77151,-2362.76387,388679.56300,3392640.21881,1.12989,0.01601,10426666.14709,2000-04-03T09:40:32.576,15085.19288
197.38502,-0.75541,-2362.60905,388673.73309,3392643.62368,1.13620,0.01505,10374900.86912,1999-05-07T00:12:41.633,15080.52186
197.39502,-0.89002,-2346.27289,388617.66539,3392653.35276,1.16418,0.01596,10415459.87830,1999-08-12T02:35:49.059,15083.75957
197.40500,-0.80394,-2380.02281,388673.35074,3392625.88403,1.14219,0.01751,10415190.05626,2001-06-11T00:02:51.878,15083.38942
197.41501,-0.68972,-2372.13956,388743.61219,3392630.48972,1.15004,0.02760,10442441.36355,1999-12-15T23:21:35.026,15087.67268
197.42502,-0.78598,-2340.28768,388682.46750,3392657.36420,1.16902,0.03182,10463379.36394,1999-10-06T14:08:29.009,15093.61421
197.43500,-0.63378,-2346.90457,388732.00951,3392649.69725,1.16455,0.02960,10414705.19433,1999-03-05T07:58:55.403,15080.99683
